img,Class
img_37232.jpg,Talking on the phone - right
img_37233.jpg,Safe driving
img_37235.jpg,Safe driving
img_37236.jpg,Drinking
img_37237.jpg,Reaching behind
img_37238.jpg,Texting - left
img_37239.jpg,Texting - right
img_3724.jpg,Talking on the phone - right
img_37241.jpg,Talking on the phone - left
img_37242.jpg,Drinking
img_37243.jpg,Hair and makeup
img_37244.jpg,Texting - left
img_37245.jpg,Talking on the phone - left
img_37246.jpg,Drinking
img_37247.jpg,Drinking
img_37248.jpg,Texting - left
img_3725.jpg,Operating the radio
img_37250.jpg,Drinking
img_37251.jpg,Texting - left
img_37252.jpg,Talking on the phone - right
img_37253.jpg,Texting - right
img_37256.jpg,Texting - right
img_37257.jpg,Talking on the phone - left
img_37259.jpg,Operating the radio
img_37260.jpg,Safe driving
img_37261.jpg,Operating the radio
img_37264.jpg,Operating the radio
img_37268.jpg,Talking on the phone - right
img_3727.jpg,Operating the radio
img_37270.jpg,Texting - left
img_37271.jpg,Reaching behind
img_37273.jpg,Reaching behind
img_37274.jpg,Operating the radio
img_37278.jpg,Drinking
img_37279.jpg,Talking on the phone - left
img_3728.jpg,Texting - left
img_37280.jpg,Hair and makeup
img_37282.jpg,Operating the radio
img_37283.jpg,Talking on the phone - left
img_37285.jpg,Drinking
img_37286.jpg,Safe driving
img_37287.jpg,Talking on the phone - left
img_3729.jpg,Reaching behind
img_37292.jpg,Safe driving
img_37293.jpg,Drinking
img_37294.jpg,Texting - left
img_37295.jpg,Drinking
img_37297.jpg,Drinking
img_37298.jpg,Talking on the phone - right
img_373.jpg,Talking on the phone - left
img_37300.jpg,Talking on the phone - right
img_37301.jpg,Hair and makeup
img_37302.jpg,Texting - left
img_37303.jpg,Reaching behind
img_37304.jpg,Operating the radio
img_37305.jpg,Reaching behind
img_37306.jpg,Operating the radio
img_37308.jpg,Texting - right
img_37309.jpg,Safe driving
img_3731.jpg,Operating the radio
img_37312.jpg,Operating the radio
img_37313.jpg,Operating the radio
img_37315.jpg,Talking on the phone - left
img_37316.jpg,Operating the radio
img_37317.jpg,Drinking
img_3732.jpg,Safe driving
img_37321.jpg,Hair and makeup
img_37323.jpg,Safe driving
img_37324.jpg,Talking to passenger
img_37326.jpg,Talking to passenger
img_37327.jpg,Hair and makeup
img_37329.jpg,Operating the radio
img_3733.jpg,Talking on the phone - left
img_37330.jpg,Texting - left
img_37331.jpg,Hair and makeup
img_37332.jpg,Talking on the phone - left
img_37333.jpg,Reaching behind
img_37334.jpg,Texting - right
img_37336.jpg,Talking on the phone - left
img_37337.jpg,Talking on the phone - right
img_37338.jpg,Talking on the phone - right
img_37340.jpg,Texting - left
img_37341.jpg,Reaching behind
img_37342.jpg,Hair and makeup
img_37345.jpg,Operating the radio
img_37348.jpg,Operating the radio
img_37349.jpg,Operating the radio
img_37350.jpg,Talking on the phone - right
img_37351.jpg,Hair and makeup
img_37352.jpg,Talking on the phone - right
img_37353.jpg,Hair and makeup
img_37354.jpg,Texting - left
img_37355.jpg,Operating the radio
img_37356.jpg,Operating the radio
img_37357.jpg,Reaching behind
img_37358.jpg,Texting - right
img_3736.jpg,Talking on the phone - right
img_37360.jpg,Hair and makeup
img_37361.jpg,Operating the radio
img_37362.jpg,Drinking
img_37364.jpg,Texting - left
img_37365.jpg,Operating the radio
img_37368.jpg,Drinking
img_37369.jpg,Talking to passenger
img_3737.jpg,Operating the radio
img_37370.jpg,Operating the radio
img_37371.jpg,Talking on the phone - left
img_37372.jpg,Texting - left
img_37373.jpg,Operating the radio
img_37374.jpg,Operating the radio
img_37375.jpg,Drinking
img_37377.jpg,Drinking
img_37378.jpg,Talking on the phone - left
img_37379.jpg,Safe driving
img_3738.jpg,Talking on the phone - left
img_37380.jpg,Operating the radio
img_37381.jpg,Drinking
img_37382.jpg,Talking on the phone - right
img_37383.jpg,Texting - left
img_37384.jpg,Hair and makeup
img_37386.jpg,Talking on the phone - right
img_37387.jpg,Drinking
img_37388.jpg,Talking on the phone - left
img_37389.jpg,Drinking
img_37391.jpg,Safe driving
img_37393.jpg,Hair and makeup
img_37394.jpg,Talking on the phone - left
img_37395.jpg,Safe driving
img_37396.jpg,Operating the radio
img_37397.jpg,Talking on the phone - right
img_37398.jpg,Hair and makeup
img_37399.jpg,Operating the radio
img_374.jpg,Operating the radio
img_3740.jpg,Texting - left
img_37400.jpg,Hair and makeup
img_37402.jpg,Hair and makeup
img_37403.jpg,Talking on the phone - right
img_37404.jpg,Hair and makeup
img_37407.jpg,Hair and makeup
img_37408.jpg,Reaching behind
img_37409.jpg,Talking on the phone - left
img_37411.jpg,Talking on the phone - right
img_37412.jpg,Talking to passenger
img_37414.jpg,Texting - right
img_37415.jpg,Safe driving
img_37416.jpg,Talking on the phone - left
img_37418.jpg,Operating the radio
img_37420.jpg,Talking on the phone - right
img_37421.jpg,Reaching behind
img_37422.jpg,Hair and makeup
img_37423.jpg,Hair and makeup
img_37424.jpg,Reaching behind
img_37426.jpg,Operating the radio
img_37429.jpg,Texting - left
img_3743.jpg,Texting - right
img_37431.jpg,Talking on the phone - left
img_37432.jpg,Drinking
img_37433.jpg,Hair and makeup
img_37434.jpg,Talking on the phone - left
img_37435.jpg,Reaching behind
img_37436.jpg,Talking on the phone - left
img_37437.jpg,Hair and makeup
img_37439.jpg,Drinking
img_37440.jpg,Talking on the phone - right
img_37442.jpg,Texting - left
img_37443.jpg,Talking on the phone - left
img_37445.jpg,Operating the radio
img_37446.jpg,Operating the radio
img_37447.jpg,Talking on the phone - right
img_37448.jpg,Texting - left
img_37449.jpg,Talking on the phone - left
img_3745.jpg,Reaching behind
img_37450.jpg,Hair and makeup
img_37451.jpg,Texting - right
img_37452.jpg,Operating the radio
img_37453.jpg,Operating the radio
img_37454.jpg,Operating the radio
img_37455.jpg,Reaching behind
img_37456.jpg,Talking to passenger
img_37458.jpg,Talking on the phone - left
img_37459.jpg,Texting - left
img_3746.jpg,Operating the radio
img_37461.jpg,Hair and makeup
img_37463.jpg,Drinking
img_37464.jpg,Reaching behind
img_37465.jpg,Operating the radio
img_37468.jpg,Reaching behind
img_37469.jpg,Texting - left
img_3747.jpg,Hair and makeup
img_37470.jpg,Operating the radio
img_37471.jpg,Hair and makeup
img_37472.jpg,Operating the radio
img_37473.jpg,Talking on the phone - right
img_37475.jpg,Operating the radio
img_37477.jpg,Drinking
img_37478.jpg,Talking on the phone - right
img_3748.jpg,Texting - left
img_37480.jpg,Safe driving
img_37481.jpg,Talking on the phone - right
img_37482.jpg,Hair and makeup
img_37487.jpg,Talking on the phone - right
img_37488.jpg,Operating the radio
img_37489.jpg,Texting - right
img_3749.jpg,Drinking
img_37490.jpg,Texting - right
img_37491.jpg,Operating the radio
img_37492.jpg,Texting - left
img_37493.jpg,Reaching behind
img_37494.jpg,Talking on the phone - left
img_37495.jpg,Texting - right
img_37496.jpg,Hair and makeup
img_37498.jpg,Drinking
img_37499.jpg,Operating the radio
img_3750.jpg,Drinking
img_37500.jpg,Reaching behind
img_37501.jpg,Drinking
img_37502.jpg,Operating the radio
img_37503.jpg,Operating the radio
img_37504.jpg,Talking on the phone - right
img_37505.jpg,Texting - right
img_37506.jpg,Operating the radio
img_37507.jpg,Operating the radio
img_37509.jpg,Talking on the phone - right
img_3751.jpg,Texting - left
img_37510.jpg,Texting - left
img_37511.jpg,Safe driving
img_37513.jpg,Safe driving
img_37514.jpg,Hair and makeup
img_37515.jpg,Safe driving
img_37516.jpg,Operating the radio
img_37517.jpg,Talking on the phone - left
img_37518.jpg,Operating the radio
img_3752.jpg,Talking on the phone - right
img_37520.jpg,Texting - left
img_37521.jpg,Texting - left
img_37522.jpg,Talking on the phone - left
img_37523.jpg,Talking on the phone - left
img_37524.jpg,Operating the radio
img_37526.jpg,Drinking
img_37527.jpg,Operating the radio
img_3753.jpg,Safe driving
img_37532.jpg,Texting - left
img_37533.jpg,Safe driving
img_37534.jpg,Reaching behind
img_37535.jpg,Talking to passenger
img_37536.jpg,Texting - left
img_37537.jpg,Operating the radio
img_37539.jpg,Hair and makeup
img_3754.jpg,Reaching behind
img_37541.jpg,Texting - right
img_37542.jpg,Drinking
img_37543.jpg,Operating the radio
img_37544.jpg,Texting - right
img_37545.jpg,Texting - left
img_37547.jpg,Hair and makeup
img_37548.jpg,Reaching behind
img_3755.jpg,Reaching behind
img_37550.jpg,Safe driving
img_37551.jpg,Operating the radio
img_37553.jpg,Texting - right
img_37554.jpg,Safe driving
img_37555.jpg,Talking on the phone - right
img_37556.jpg,Talking on the phone - right
img_37558.jpg,Reaching behind
img_37559.jpg,Talking on the phone - left
img_3756.jpg,Texting - left
img_37560.jpg,Operating the radio
img_37562.jpg,Operating the radio
img_37563.jpg,Hair and makeup
img_37564.jpg,Reaching behind
img_37565.jpg,Safe driving
img_37566.jpg,Drinking
img_37567.jpg,Drinking
img_37569.jpg,Hair and makeup
img_37571.jpg,Operating the radio
img_37572.jpg,Operating the radio
img_37574.jpg,Texting - left
img_37576.jpg,Operating the radio
img_37577.jpg,Operating the radio
img_37578.jpg,Operating the radio
img_37579.jpg,Talking on the phone - left
img_37581.jpg,Operating the radio
img_37583.jpg,Talking to passenger
img_37586.jpg,Reaching behind
img_37587.jpg,Drinking
img_37588.jpg,Talking on the phone - left
img_37590.jpg,Reaching behind
img_37591.jpg,Safe driving
img_37592.jpg,Safe driving
img_37595.jpg,Operating the radio
img_37596.jpg,Talking on the phone - left
img_37598.jpg,Safe driving
img_37599.jpg,Talking on the phone - left
img_376.jpg,Talking on the phone - left
img_3760.jpg,Texting - right
img_37600.jpg,Texting - left
img_37601.jpg,Talking on the phone - left
img_37602.jpg,Talking on the phone - left
img_37604.jpg,Reaching behind
img_37606.jpg,Talking on the phone - left
img_37607.jpg,Talking on the phone - right
img_37610.jpg,Talking on the phone - right
img_37611.jpg,Safe driving
img_37612.jpg,Texting - left
img_37613.jpg,Drinking
img_37614.jpg,Drinking
img_37615.jpg,Operating the radio
img_37616.jpg,Operating the radio
img_37617.jpg,Texting - left
img_37618.jpg,Reaching behind
img_37619.jpg,Drinking
img_3762.jpg,Hair and makeup
img_37620.jpg,Texting - left
img_37621.jpg,Reaching behind
img_37622.jpg,Talking on the phone - right
img_37623.jpg,Texting - right
img_37624.jpg,Hair and makeup
img_37625.jpg,Texting - right
img_37627.jpg,Hair and makeup
img_37628.jpg,Talking on the phone - left
img_3763.jpg,Operating the radio
img_37630.jpg,Safe driving
img_37631.jpg,Drinking
img_37632.jpg,Talking on the phone - left
img_37633.jpg,Texting - right
img_37634.jpg,Talking on the phone - right
img_37635.jpg,Drinking
img_37638.jpg,Drinking
img_37639.jpg,Talking on the phone - left
img_3764.jpg,Texting - right
img_37640.jpg,Drinking
img_37641.jpg,Talking on the phone - right
img_37642.jpg,Reaching behind
img_37645.jpg,Operating the radio
img_37646.jpg,Talking on the phone - right
img_37647.jpg,Reaching behind
img_37648.jpg,Talking on the phone - right
img_3765.jpg,Hair and makeup
img_37650.jpg,Reaching behind
img_37651.jpg,Texting - right
img_37652.jpg,Talking on the phone - left
img_37654.jpg,Operating the radio
img_37655.jpg,Operating the radio
img_37656.jpg,Talking on the phone - left
img_37657.jpg,Drinking
img_37659.jpg,Talking on the phone - left
img_37660.jpg,Drinking
img_37661.jpg,Operating the radio
img_37662.jpg,Operating the radio
img_37664.jpg,Texting - left
img_37665.jpg,Reaching behind
img_37666.jpg,Hair and makeup
img_37667.jpg,Drinking
img_37668.jpg,Texting - left
img_37669.jpg,Texting - left
img_37671.jpg,Operating the radio
img_37672.jpg,Hair and makeup
img_37673.jpg,Talking on the phone - right
img_37674.jpg,Texting - right
img_37675.jpg,Reaching behind
img_37678.jpg,Safe driving
img_37679.jpg,Reaching behind
img_3768.jpg,Texting - left
img_37680.jpg,Hair and makeup
img_37681.jpg,Hair and makeup
img_37682.jpg,Talking on the phone - left
img_37683.jpg,Texting - left
img_37684.jpg,Hair and makeup
img_37685.jpg,Texting - left
img_37686.jpg,Safe driving
img_37687.jpg,Drinking
img_37689.jpg,Hair and makeup
img_3769.jpg,Talking on the phone - left
img_37690.jpg,Talking on the phone - right
img_37691.jpg,Safe driving
img_37692.jpg,Talking on the phone - left
img_37695.jpg,Reaching behind
img_37697.jpg,Operating the radio
img_377.jpg,Hair and makeup
img_3770.jpg,Operating the radio
img_37700.jpg,Operating the radio
img_37701.jpg,Talking on the phone - left
img_37702.jpg,Texting - left
img_37703.jpg,Texting - left
img_37704.jpg,Texting - right
img_37705.jpg,Operating the radio
img_37706.jpg,Drinking
img_37707.jpg,Talking on the phone - right
img_37709.jpg,Reaching behind
img_3771.jpg,Drinking
img_37710.jpg,Operating the radio
img_37712.jpg,Drinking
img_37715.jpg,Talking on the phone - right
img_37716.jpg,Safe driving
img_37717.jpg,Reaching behind
img_37718.jpg,Operating the radio
img_37719.jpg,Hair and makeup
img_3772.jpg,Operating the radio
img_37722.jpg,Talking on the phone - left
img_37723.jpg,Safe driving
img_37724.jpg,Drinking
img_37725.jpg,Talking on the phone - right
img_37726.jpg,Hair and makeup
img_37729.jpg,Texting - left
img_3773.jpg,Safe driving
img_37730.jpg,Operating the radio
img_37731.jpg,Drinking
img_37732.jpg,Hair and makeup
img_37733.jpg,Operating the radio
img_37734.jpg,Operating the radio
img_37735.jpg,Operating the radio
img_37736.jpg,Operating the radio
img_37737.jpg,Drinking
img_37739.jpg,Operating the radio
img_3774.jpg,Talking on the phone - right
img_37742.jpg,Reaching behind
img_37743.jpg,Reaching behind
img_37744.jpg,Talking on the phone - left
img_37746.jpg,Talking on the phone - right
img_37747.jpg,Operating the radio
img_37748.jpg,Texting - left
img_3775.jpg,Hair and makeup
img_37750.jpg,Reaching behind
img_37752.jpg,Operating the radio
img_37753.jpg,Talking to passenger
img_37754.jpg,Operating the radio
img_37755.jpg,Talking on the phone - left
img_37757.jpg,Drinking
img_37758.jpg,Safe driving
img_37759.jpg,Texting - left
img_3776.jpg,Operating the radio
img_37760.jpg,Hair and makeup
img_37761.jpg,Talking on the phone - right
img_37762.jpg,Operating the radio
img_37763.jpg,Safe driving
img_37764.jpg,Talking on the phone - left
img_37765.jpg,Drinking
img_37766.jpg,Talking on the phone - left
img_37767.jpg,Safe driving
img_37768.jpg,Operating the radio
img_37769.jpg,Operating the radio
img_3777.jpg,Operating the radio
img_37771.jpg,Hair and makeup
img_37772.jpg,Talking on the phone - left
img_37773.jpg,Hair and makeup
img_37775.jpg,Operating the radio
img_37776.jpg,Reaching behind
img_37777.jpg,Talking on the phone - right
img_37778.jpg,Reaching behind
img_37779.jpg,Texting - left
img_3778.jpg,Drinking
img_37780.jpg,Drinking
img_37782.jpg,Operating the radio
img_37783.jpg,Hair and makeup
img_37784.jpg,Hair and makeup
img_37785.jpg,Safe driving
img_37786.jpg,Hair and makeup
img_37787.jpg,Operating the radio
img_37789.jpg,Reaching behind
img_37790.jpg,Safe driving
img_37791.jpg,Texting - right
img_37792.jpg,Texting - right
img_37794.jpg,Talking on the phone - right
img_37795.jpg,Operating the radio
img_37797.jpg,Operating the radio
img_37799.jpg,Operating the radio
img_378.jpg,Talking on the phone - left
img_3780.jpg,Operating the radio
img_37800.jpg,Operating the radio
img_37801.jpg,Texting - left
img_37802.jpg,Operating the radio
img_37803.jpg,Talking on the phone - right
img_37804.jpg,Operating the radio
img_37805.jpg,Texting - left
img_37807.jpg,Reaching behind
img_37808.jpg,Operating the radio
img_37809.jpg,Talking on the phone - left
img_3781.jpg,Operating the radio
img_37810.jpg,Safe driving
img_37811.jpg,Drinking
img_37812.jpg,Safe driving
img_37813.jpg,Talking on the phone - right
img_37814.jpg,Drinking
img_37815.jpg,Operating the radio
img_37816.jpg,Reaching behind
img_37817.jpg,Operating the radio
img_37818.jpg,Hair and makeup
img_37819.jpg,Reaching behind
img_3782.jpg,Hair and makeup
img_37820.jpg,Talking on the phone - left
img_37821.jpg,Drinking
img_37822.jpg,Texting - left
img_37824.jpg,Reaching behind
img_37825.jpg,Hair and makeup
img_37826.jpg,Drinking
img_37827.jpg,Operating the radio
img_37828.jpg,Operating the radio
img_37829.jpg,Hair and makeup
img_3783.jpg,Talking on the phone - left
img_37830.jpg,Talking on the phone - left
img_37831.jpg,Operating the radio
img_37832.jpg,Operating the radio
img_37834.jpg,Hair and makeup
img_37835.jpg,Texting - right
img_37836.jpg,Talking on the phone - left
img_37837.jpg,Operating the radio
img_37838.jpg,Talking on the phone - right
img_37839.jpg,Operating the radio
img_3784.jpg,Operating the radio
img_37840.jpg,Safe driving
img_37841.jpg,Safe driving
img_37842.jpg,Reaching behind
img_37844.jpg,Hair and makeup
img_37845.jpg,Drinking
img_37846.jpg,Talking on the phone - right
img_37847.jpg,Reaching behind
img_37848.jpg,Operating the radio
img_37849.jpg,Talking on the phone - right
img_3785.jpg,Talking on the phone - left
img_37850.jpg,Hair and makeup
img_37851.jpg,Operating the radio
img_37852.jpg,Safe driving
img_37853.jpg,Talking on the phone - left
img_37854.jpg,Talking on the phone - left
img_37856.jpg,Drinking
img_37857.jpg,Talking on the phone - left
img_37858.jpg,Talking on the phone - right
img_37859.jpg,Operating the radio
img_3786.jpg,Texting - left
img_37860.jpg,Texting - left
img_37862.jpg,Operating the radio
img_37863.jpg,Reaching behind
img_37866.jpg,Safe driving
img_37869.jpg,Talking on the phone - left
img_37870.jpg,Operating the radio
img_37872.jpg,Talking on the phone - right
img_37873.jpg,Reaching behind
img_37875.jpg,Hair and makeup
img_37876.jpg,Texting - right
img_37877.jpg,Operating the radio
img_37878.jpg,Talking on the phone - right
img_37879.jpg,Talking on the phone - left
img_3788.jpg,Reaching behind
img_37880.jpg,Operating the radio
img_37881.jpg,Operating the radio
img_37883.jpg,Operating the radio
img_37884.jpg,Talking on the phone - right
img_37885.jpg,Safe driving
img_37886.jpg,Safe driving
img_37887.jpg,Hair and makeup
img_37889.jpg,Texting - left
img_3789.jpg,Hair and makeup
img_37890.jpg,Talking on the phone - left
img_37891.jpg,Drinking
img_37892.jpg,Reaching behind
img_37895.jpg,Drinking
img_37898.jpg,Talking on the phone - right
img_3790.jpg,Talking on the phone - right
img_37900.jpg,Drinking
img_37901.jpg,Hair and makeup
img_37902.jpg,Operating the radio
img_37903.jpg,Drinking
img_37904.jpg,Operating the radio
img_37905.jpg,Texting - left
img_37906.jpg,Texting - left
img_37907.jpg,Safe driving
img_37908.jpg,Operating the radio
img_3791.jpg,Hair and makeup
img_37910.jpg,Safe driving
img_37911.jpg,Operating the radio
img_37913.jpg,Talking on the phone - right
img_37914.jpg,Reaching behind
img_37916.jpg,Reaching behind
img_37917.jpg,Reaching behind
img_37919.jpg,Talking on the phone - right
img_3792.jpg,Hair and makeup
img_37920.jpg,Operating the radio
img_37921.jpg,Hair and makeup
img_37923.jpg,Talking on the phone - right
img_37924.jpg,Hair and makeup
img_37925.jpg,Operating the radio
img_37926.jpg,Drinking
img_37927.jpg,Operating the radio
img_37928.jpg,Safe driving
img_37929.jpg,Operating the radio
img_3793.jpg,Texting - left
img_37930.jpg,Safe driving
img_37931.jpg,Talking on the phone - left
img_37932.jpg,Reaching behind
img_37933.jpg,Texting - left
img_37934.jpg,Talking to passenger
img_37935.jpg,Drinking
img_37936.jpg,Texting - left
img_37937.jpg,Texting - right
img_37939.jpg,Talking on the phone - left
img_3794.jpg,Texting - right
img_37940.jpg,Talking on the phone - left
img_37941.jpg,Talking on the phone - left
img_37942.jpg,Operating the radio
img_37943.jpg,Talking on the phone - right
img_37944.jpg,Hair and makeup
img_37945.jpg,Hair and makeup
img_37946.jpg,Hair and makeup
img_37948.jpg,Talking on the phone - right
img_37949.jpg,Hair and makeup
img_3795.jpg,Operating the radio
img_37950.jpg,Talking on the phone - left
img_37952.jpg,Hair and makeup
img_37954.jpg,Talking on the phone - left
img_37955.jpg,Talking on the phone - left
img_37958.jpg,Talking on the phone - right
img_37959.jpg,Talking on the phone - right
img_3796.jpg,Drinking
img_37960.jpg,Hair and makeup
img_37961.jpg,Safe driving
img_37962.jpg,Safe driving
img_37963.jpg,Talking on the phone - left
img_37964.jpg,Operating the radio
img_37965.jpg,Drinking
img_37966.jpg,Operating the radio
img_37967.jpg,Talking on the phone - right
img_37968.jpg,Drinking
img_37969.jpg,Drinking
img_37970.jpg,Reaching behind
img_37971.jpg,Talking on the phone - right
img_37972.jpg,Hair and makeup
img_37973.jpg,Operating the radio
img_37974.jpg,Reaching behind
img_37975.jpg,Talking to passenger
img_37976.jpg,Reaching behind
img_37977.jpg,Reaching behind
img_37979.jpg,Talking on the phone - left
img_3798.jpg,Drinking
img_37980.jpg,Operating the radio
img_37981.jpg,Texting - left
img_37983.jpg,Reaching behind
img_37984.jpg,Safe driving
img_37985.jpg,Talking on the phone - left
img_37986.jpg,Operating the radio
img_37987.jpg,Talking on the phone - left
img_37988.jpg,Operating the radio
img_37989.jpg,Drinking
img_3799.jpg,Talking on the phone - left
img_37990.jpg,Talking on the phone - left
img_37992.jpg,Reaching behind
img_37993.jpg,Talking on the phone - right
img_37995.jpg,Talking on the phone - right
img_37996.jpg,Drinking
img_37997.jpg,Hair and makeup
img_37998.jpg,Talking on the phone - left
img_38.jpg,Operating the radio
img_3800.jpg,Safe driving
img_38001.jpg,Talking on the phone - left
img_38002.jpg,Texting - left
img_38003.jpg,Hair and makeup
img_38004.jpg,Talking on the phone - right
img_38006.jpg,Texting - left
img_38007.jpg,Operating the radio
img_38008.jpg,Reaching behind
img_38009.jpg,Operating the radio
img_3801.jpg,Texting - right
img_38010.jpg,Reaching behind
img_38011.jpg,Talking to passenger
img_38012.jpg,Texting - left
img_38013.jpg,Reaching behind
img_38014.jpg,Talking on the phone - right
img_38015.jpg,Talking on the phone - left
img_38016.jpg,Talking on the phone - left
img_38017.jpg,Talking on the phone - left
img_38018.jpg,Safe driving
img_38019.jpg,Drinking
img_3802.jpg,Talking on the phone - left
img_38020.jpg,Talking on the phone - left
img_38021.jpg,Operating the radio
img_38024.jpg,Hair and makeup
img_38026.jpg,Hair and makeup
img_38027.jpg,Hair and makeup
img_3803.jpg,Talking on the phone - left
img_38030.jpg,Operating the radio
img_38032.jpg,Operating the radio
img_38033.jpg,Operating the radio
img_38034.jpg,Talking on the phone - left
img_38035.jpg,Drinking
img_38036.jpg,Talking on the phone - right
img_38039.jpg,Operating the radio
img_3804.jpg,Talking on the phone - left
img_38040.jpg,Hair and makeup
img_38042.jpg,Texting - left
img_38043.jpg,Safe driving
img_38044.jpg,Talking on the phone - left
img_38045.jpg,Texting - right
img_38047.jpg,Operating the radio
img_38048.jpg,Hair and makeup
img_38049.jpg,Talking on the phone - right
img_3805.jpg,Operating the radio
img_38050.jpg,Operating the radio
img_38051.jpg,Drinking
img_38052.jpg,Hair and makeup
img_38053.jpg,Texting - right
img_38054.jpg,Talking to passenger
img_38055.jpg,Operating the radio
img_38056.jpg,Operating the radio
img_38058.jpg,Talking on the phone - right
img_38059.jpg,Hair and makeup
img_3806.jpg,Texting - left
img_38060.jpg,Talking on the phone - left
img_38061.jpg,Operating the radio
img_38062.jpg,Reaching behind
img_38063.jpg,Drinking
img_38064.jpg,Texting - left
img_38066.jpg,Operating the radio
img_38068.jpg,Hair and makeup
img_38069.jpg,Reaching behind
img_3807.jpg,Operating the radio
img_38071.jpg,Texting - right
img_38072.jpg,Operating the radio
img_38073.jpg,Talking to passenger
img_38075.jpg,Operating the radio
img_38076.jpg,Talking on the phone - left
img_38077.jpg,Texting - left
img_38078.jpg,Hair and makeup
img_38079.jpg,Operating the radio
img_3808.jpg,Reaching behind
img_38081.jpg,Reaching behind
img_38082.jpg,Operating the radio
img_38083.jpg,Hair and makeup
img_38084.jpg,Talking on the phone - left
img_38085.jpg,Operating the radio
img_38086.jpg,Talking on the phone - left
img_38087.jpg,Hair and makeup
img_3809.jpg,Operating the radio
img_38090.jpg,Talking on the phone - left
img_38092.jpg,Hair and makeup
img_38094.jpg,Hair and makeup
img_38096.jpg,Reaching behind
img_38097.jpg,Safe driving
img_38099.jpg,Texting - left
img_3810.jpg,Talking on the phone - left
img_38100.jpg,Drinking
img_38101.jpg,Reaching behind
img_38102.jpg,Texting - right
img_38103.jpg,Drinking
img_38104.jpg,Reaching behind
img_38105.jpg,Talking on the phone - left
img_38107.jpg,Operating the radio
img_38108.jpg,Drinking
img_3811.jpg,Operating the radio
img_38110.jpg,Operating the radio
img_38111.jpg,Hair and makeup
img_38114.jpg,Operating the radio
img_38115.jpg,Operating the radio
img_38116.jpg,Texting - left
img_38117.jpg,Operating the radio
img_38119.jpg,Operating the radio
img_3812.jpg,Texting - left
img_38122.jpg,Texting - right
img_38123.jpg,Safe driving
img_38124.jpg,Texting - left
img_38126.jpg,Texting - left
img_38127.jpg,Talking on the phone - left
img_38129.jpg,Operating the radio
img_38130.jpg,Operating the radio
img_38131.jpg,Operating the radio
img_38132.jpg,Safe driving
img_38133.jpg,Texting - left
img_38134.jpg,Talking on the phone - left
img_38135.jpg,Operating the radio
img_38136.jpg,Reaching behind
img_38137.jpg,Reaching behind
img_38138.jpg,Operating the radio
img_38139.jpg,Hair and makeup
img_3814.jpg,Talking on the phone - left
img_38141.jpg,Texting - left
img_38142.jpg,Operating the radio
img_38143.jpg,Talking on the phone - right
img_38144.jpg,Operating the radio
img_38145.jpg,Reaching behind
img_38146.jpg,Drinking
img_38148.jpg,Texting - left
img_38149.jpg,Safe driving
img_3815.jpg,Drinking
img_38150.jpg,Safe driving
img_38152.jpg,Hair and makeup
img_38153.jpg,Operating the radio
img_38154.jpg,Talking on the phone - right
img_38156.jpg,Operating the radio
img_38157.jpg,Talking on the phone - left
img_38158.jpg,Operating the radio
img_38159.jpg,Safe driving
img_3816.jpg,Talking on the phone - right
img_38160.jpg,Operating the radio
img_38161.jpg,Talking on the phone - right
img_38162.jpg,Hair and makeup
img_38163.jpg,Operating the radio
img_38164.jpg,Hair and makeup
img_38165.jpg,Talking on the phone - left
img_38166.jpg,Reaching behind
img_38167.jpg,Talking on the phone - right
img_38168.jpg,Drinking
img_38169.jpg,Talking to passenger
img_3817.jpg,Reaching behind
img_38170.jpg,Talking on the phone - right
img_38171.jpg,Texting - left
img_38172.jpg,Texting - right
img_38173.jpg,Safe driving
img_38174.jpg,Texting - left
img_38175.jpg,Reaching behind
img_38176.jpg,Drinking
img_38178.jpg,Operating the radio
img_38179.jpg,Reaching behind
img_3818.jpg,Talking on the phone - left
img_38181.jpg,Drinking
img_38182.jpg,Reaching behind
img_38183.jpg,Operating the radio
img_38186.jpg,Talking on the phone - right
img_38187.jpg,Safe driving
img_38188.jpg,Reaching behind
img_38189.jpg,Texting - right
img_3819.jpg,Safe driving
img_38190.jpg,Hair and makeup
img_38191.jpg,Talking on the phone - left
img_38193.jpg,Drinking
img_38194.jpg,Talking on the phone - left
img_38195.jpg,Talking on the phone - left
img_38197.jpg,Talking to passenger
img_38198.jpg,Talking to passenger
img_38199.jpg,Reaching behind
img_3820.jpg,Operating the radio
img_38201.jpg,Texting - left
img_38203.jpg,Operating the radio
img_38204.jpg,Hair and makeup
img_38205.jpg,Texting - right
img_38206.jpg,Talking on the phone - right
img_38208.jpg,Safe driving
img_38210.jpg,Operating the radio
img_38211.jpg,Talking on the phone - right
img_38212.jpg,Drinking
img_38213.jpg,Talking on the phone - left
img_38214.jpg,Talking on the phone - left
img_38215.jpg,Talking on the phone - left
img_38217.jpg,Hair and makeup
img_38218.jpg,Talking on the phone - left
img_38219.jpg,Talking on the phone - left
img_3822.jpg,Operating the radio
img_38220.jpg,Drinking
img_38221.jpg,Operating the radio
img_38222.jpg,Operating the radio
img_38223.jpg,Talking to passenger
img_38224.jpg,Operating the radio
img_38225.jpg,Talking on the phone - left
img_38226.jpg,Texting - left
img_38227.jpg,Reaching behind
img_38228.jpg,Reaching behind
